2	TOC Heading	مادران و دختران
464	Normal	بازنمایی زنان در «تابوت‌های رویین»، با نمایش آرمان‌ فروپاشیده‌ی «مادر ـ مام وطن» در کنار اندوه خشم‌آلود «مادران سوگوار» و فساد نهفته در کلیشه‌ی «زنِ سست‌اخلاق»، هزینه‌های هنگفت اخلاقی و انسانی جنگ را بر جامعه شوروی تحمیل کرد و فساد نظام‌مندی را که سال‌ها تحت روایت رسمی پوشیده نگاه داشته شده بود، آشکار ساخت.[FOOTNOTE]
465	Normal	و پایان ماجرا
466	Normal	فارغ از این‌که منتقدان الکسیویچ تا چه اندازه در انتقادات‌شان نسبت به این اثر محق بودند، الکسیویچ توانست با درهم‌آمیزی تکنیک‌‌های ادبی متنوع و سبک منحصر به فرد خودش در «تابوت‌های رویین»، سند تکان‌دهنده‌ای از فروپاشی گفتمان اتحاد جماهیر شوروی و افشای هزینه‌ی انسانی جنگ افغانستان ارائه کند. این اثر، که از دل دوران اصلاحات «گلاسنوست» سر برآورد، با استفاده از تکنیک «رمان آواها» و گردآوری شهادت‌های اولیه و متعارض و با الهام از غول‌های ادبی روسیه، دیوار سانسور و پروپاگاندای دولتی را شکست و واقعیت دردناک آسیب روحی بر قامت جامعه‌ی شوروی را نمایان ساخت. تحلیل‌های این اثر نشان می‌دهند که چگونه با فروپاشی آرمان مقدس «مادر ـ مام وطن»، و سپس با مرگ‌های «بی‌معنا و ناحق» فرزندانِ مادران شوروی، سبب شد تا پیوند حیاتی میان دولت و خانواده گسسته شود و اندوه خشم‌آلود «مادران سوگوار» که تابوت‌های مهر و موم‌شده‌ی فرزندان‌شان ‌را نماد خیانت می‌دیدند؛ متوجه‌ی رهبران نظامی و سیاسی شود. در کنار این، کلیشه‌ی منفی «زن سست‌اخلاق در جنگ» نیز به‌طور نمادین، فساد نظام‌مند و سوءاستفاده‌های اخلاقی در سیستم شوروی را افشا کرد. مناقشه‌ی قضایی و تغییرات اجباری الکسیویچ در نسخه‌های بعدی، به وضوح نشان داد که جستجوی «حقیقت» در جنگ مناقشه‌برانگیز شوروی و افغانستان، خود به نبردی دیگر بر سر حافظه‌ی عاطفی و سیاسی تبدیل می‌شود که در آن، هنرمند ناچار است برای مشروعیت بخشیدن به روایت خود، در برابر اسناد تاریخی و رأی دادگاه عقب‌نشینی کند. در نهایت، این اثر با به چالش کشیدن میهن‌پرستی تحمیلی به نفع «حقیقت» و رنج انسان‌ها، نقشی کلیدی در گسست شرایط گفتمانی اواخر دوره‌ی شوروی ایفا کرد و تبدیل به یکی از ماندگارترین اسناد ادبی درباره‌ی سرنوشت غم‌انگیز یک امپراتوری شد.
468	Normal	منابع
469	Bibliography	Jones, Jeffrey W. “Mothers, Prostitutes, and the Collapse of the USSR: The Representation of Women in Svetlana Aleksievich’s Zinky Boys.” Canadian Slavonic Papers 59, nos. 3–4 (2017): 234–58. https://doi.org/10.1080/00085006.2017.1381545.
470	Bibliography	Jones, Jeffrey W. Smoke, Mirrors, and Memories: Legacies of the Soviet-Afghan War. University of Toronto Press, n.d.
471	Bibliography	Lugarić, Danijela. “Witnessing the Unspeakable: On Testimony and Trauma in Svetlana Alexievich’s ‘The War’s Unwomanly Face’ and ‘Zinky Boys.’” Kul’tura i Tekst, 3 (18), January 1, 2014. https://www.academia.edu/40701994/Witnessing_the_Unspeakable_On_Testimony_and_Trauma_in_Svetlana_Alexievichs_The_War_s_Unwomanly_Face_and_Zinky_Boys_.
472	Bibliography	Myers, Holly. “Svetlana Aleksievich’s Changing Narrative of the Soviet–Afghan War in Zinky Boys.” Canadian Slavonic Papers 59, nos. 3–4 (2017): 330–54. https://doi.org/10.1080/00085006.2017.1379115.
473	Bibliography	Saini, Sonu, Irina Poplavskaya, and Ranjana Saxena. “Specific Features of Protagonists’ Literary Reflections in the Writings of Svetlana Alexievich (Zinky Boys).” Vestnik Tomskogo Gosudarstvennogo Universiteta, February 1, 2021, 47–54. https://doi.org/10.17223/15617793/463/6.
474	Bibliography	Sinno, Abdulkader H. Organizations at War in Afghanistan and Beyond. Cornell University Press, 2010.
475	Bibliography	نواندیش, الیاس. “وهریز: «تابوت‌های رویین» سرمشقی برای دردنامه‌نویسی است.” اطلاعات روز, January 23, 2017. https://www.etilaatroz.com/45075/وهریز-تابوت‌های-رویین-سرمشقی-برای/.
477	Heading 2	یادداشت‌هایی از بامیان و مزار شریف درباره کتاب «جنگ چهره‌ی زنانه ندارد»
478	Normal	اشتراک‌کنندگان برنامه ادبیات جهان معمولاً پس از خواندن هر کتابی، یادداشت‌کوتاهی می‌نویسند و تجربه‌ی‌شان از خواندن کتاب را شریک می‌کنند. در این بخش، ما شش یادداشت کوتاه از دختران درباره «جنگ چهره‌ی زنانه ندارد» را آورده‌ایم تا تصویری از تأثیر و اهمیت این کتاب ارائه کرده باشیم.
481	Normal	این کتاب به شدت مرا تحت تاثیر خود قرار داده... این کتاب یک‌بار دیگر برای ما نشان داد که زنان در جامعه چگونه به فراموشی سپرده می‌شوند. این زنان در حالی‌که با مردان در یک جبهه نبرد و پیش‌روی داشتند، بعد از پایان جنگ، به فراموشی سپرده شدند و هیچ وقت در جامعه به رسمیت شناخته نشدند. حتی به آنان به چشم خوبی دیده نمی‌شد. این کتاب هم‌چنان برایم آموخت در هر حالتی که باشیم، بایست به صدای درون خود گوش بدهیم، از خوشی‌های کوچک‌مان نگذریم، مثل آن وقتی که زنان این کتاب می‌خواستند خسته‌گی رفع کنند، با صدای نرم‌ و ملایم‌ زنانه‌شان آهنگ می‌خواندند یا برای دلخوشی‌های شان بافتنی می‌بافتند... این کتاب برایم دیدگاهی متفاوت از جنگ ارائه کرد.
482	Normal	ص. رضایی از بامیان
483	Normal	***
484	Normal	این کتاب مرا با واقعیتی روبه‌رو کرد که کمتر به آن توجه شده است. همیشه وقتی از جنگ حرف می‌زنیم، تصویر مردان در میدان نبرد به ذهن می‌آید اما این کتاب نشان می‌دهد که زنان هم در جنگ بودند، جنگیدند، زخم برداشتند و سختی کشیدند. اما کمتر کسی آن‌ها را دید. زنانی که در این کتاب حرف می‌زنند، قهرمانانی هستند که بعد از جنگ به فراموشی سپرده شدند. آن‌ها پزشک، پرستار، تک‌تیرانداز، راننده، خلبان و حتی سرباز خط مقدم بودند؛ اما وقتی جنگ تمام شد، جامعه از آن‌ها انتظار داشت که ساکت باشند، مثل گذشته زندگی کنند، ازدواج کنند و بچه‌داری کنند؛ انگار هیچ‌وقت در جنگ نبودند.
485	Normal	این کتاب پر از احساسات متضاد است. گاهی وقتی یک زن از شجاعتش در میدان جنگ حرف می‌زند، احساس غرور می‌کنی، اما چند صفحه بعد همان زن از دردهایش می‌گوید- از این‌که حتی اجازه نداشت درباره قهرمانی‌هایش حرف بزند؛ و این تو را غمگین می‌کند. به نظرم این کتاب فقط درباره جنگ نیست، بلکه درباره انسان‌هاست؛ درباره رنج، شجاعت، فراموشی و بی‌عدالتی. سوتلانا الکسیویچ با روایت‌های ساده و واقعی، تاریخ را از نگاه کسانی تعریف می‌کند که همیشه نادیده گرفته شده‌اند. این کتاب به من نشان داد که تاریخ همیشه همان چیزی نیست که در کتاب‌های درسی می‌خوانیم، گاهی صدای واقعی تاریخ در دل کسانی است که هیچ‌وقت فرصت حرف زدن نداشته‌اند.
